municipio,region,year,total_population,policy_package,predicted_target,policy_intensity,baseline_predicted_target,delta_vs_baseline_target_units,approx_retained_residents
Adjuntas,Central Mountains,2024,17960.0,baseline,-0.9024586516057509,1.0,-0.9024586516057509,0.0,0.0
Aguada,West,2024,37758.0,baseline,-1.1391544878557884,1.0,-1.1391544878557884,0.0,0.0
Aguadilla,West,2024,54137.0,baseline,-1.3760643177940752,1.0,-1.3760643177940752,0.0,0.0
Aguas Buenas,Central Mountains,2024,23614.0,baseline,-1.7346220298719508,1.0,-1.7346220298719508,0.0,0.0
Aibonito,Central Mountains,2024,24636.0,baseline,-0.7656238152337702,1.0,-0.7656238152337702,0.0,0.0
Anasco,West,2024,25094.0,baseline,-1.477242760984962,1.0,-1.477242760984962,0.0,0.0
Arecibo,North,2024,86467.0,baseline,-1.273984422852209,1.0,-1.273984422852209,0.0,0.0
Arroyo,South,2024,15341.0,baseline,-2.0295442787536384,1.0,-2.0295442787536384,0.0,0.0
Barceloneta,North,2024,22494.0,baseline,-1.0283393624654158,1.0,-1.0283393624654158,0.0,0.0
Barranquitas,Central Mountains,2024,29054.0,baseline,-0.6799285095950736,1.0,-0.6799285095950736,0.0,0.0
Bayamon,Metro,2024,182469.0,baseline,-1.3358704247787252,1.0,-1.3358704247787252,0.0,0.0
Cabo Rojo,West,2024,46876.0,baseline,-0.9788287345264305,1.0,-0.9788287345264305,0.0,0.0
Caguas,East,2024,125586.0,baseline,-1.278250073485681,1.0,-1.278250073485681,0.0,0.0
Camuy,North,2024,32734.0,baseline,-0.9203640320056288,1.0,-0.9203640320056288,0.0,0.0
Canovanas,East,2024,41816.0,baseline,-1.2496836437807302,1.0,-1.2496836437807302,0.0,0.0
Carolina,Metro,2024,152204.0,baseline,-1.4178011023703043,1.0,-1.4178011023703043,0.0,0.0
Catano,Metro,2024,22467.0,baseline,-1.9630459682404542,1.0,-1.9630459682404542,0.0,0.0
Cayey,Central Mountains,2024,40917.0,baseline,-1.4614547668226348,1.0,-1.4614547668226348,0.0,0.0
Ceiba,East,2024,10995.0,baseline,-1.8833568342914937,1.0,-1.8833568342914937,0.0,0.0
Ciales,Central Mountains,2024,16805.0,baseline,-1.1775290623320578,1.0,-1.1775290623320578,0.0,0.0
Cidra,Central Mountains,2024,39643.0,baseline,-1.0784940265940748,1.0,-1.0784940265940748,0.0,0.0
Coamo,South,2024,33998.0,baseline,-1.5469007042723855,1.0,-1.5469007042723855,0.0,0.0
Comerio,Central Mountains,2024,18711.0,baseline,-1.1059559658577043,1.0,-1.1059559658577043,0.0,0.0
Corozal,Central Mountains,2024,34444.0,baseline,-0.9313554506131083,1.0,-0.9313554506131083,0.0,0.0
Culebra,East,2024,1387.0,baseline,1.4907431601625067,1.0,1.4907431601625067,0.0,0.0
Dorado,North,2024,35810.0,baseline,-0.838082016899833,1.0,-0.838082016899833,0.0,0.0
Fajardo,East,2024,31489.0,baseline,-1.5464562393304762,1.0,-1.5464562393304762,0.0,0.0
Florida,North,2024,11532.0,baseline,-1.1905429166537786,1.0,-1.1905429166537786,0.0,0.0
Guanica,West,2024,12855.0,baseline,-3.4263361198052333,1.0,-3.4263361198052333,0.0,0.0
Guayama,South,2024,35298.0,baseline,-2.1499898151602332,1.0,-2.1499898151602332,0.0,0.0
Guayanilla,South,2024,17141.0,baseline,-2.1114748521621767,1.0,-2.1114748521621767,0.0,0.0
Guaynabo,Metro,2024,89378.0,baseline,-0.9837144022615913,1.0,-0.9837144022615913,0.0,0.0
Gurabo,East,2024,40228.0,baseline,-1.1498434221189198,1.0,-1.1498434221189198,0.0,0.0
Hatillo,North,2024,38157.0,baseline,-1.0728096985499167,1.0,-1.0728096985499167,0.0,0.0
Hormigueros,West,2024,15441.0,baseline,-1.1986229050748753,1.0,-1.1986229050748753,0.0,0.0
Humacao,East,2024,50100.0,baseline,-1.3932848942068388,1.0,-1.3932848942068388,0.0,0.0
Isabela,West,2024,42890.0,baseline,-0.8327453698977545,1.0,-0.8327453698977545,0.0,0.0
Jayuya,Central Mountains,2024,14566.0,baseline,-1.3553110300875235,1.0,-1.3553110300875235,0.0,0.0
Juana Diaz,South,2024,46156.0,baseline,-1.0681604756842442,1.0,-1.0681604756842442,0.0,0.0
Juncos,East,2024,36829.0,baseline,-0.9798057799972995,1.0,-0.9798057799972995,0.0,0.0
Lajas,West,2024,23035.0,baseline,-1.2148160105256196,1.0,-1.2148160105256196,0.0,0.0
Lares,Central Mountains,2024,27855.0,baseline,-1.142883395238585,1.0,-1.142883395238585,0.0,0.0
Las Marias,West,2024,8744.0,baseline,-1.3315440002665724,1.0,-1.3315440002665724,0.0,0.0
Las Piedras,East,2024,34951.0,baseline,-1.0336643229055134,1.0,-1.0336643229055134,0.0,0.0
Loiza,East,2024,22768.0,baseline,-2.323109927855284,1.0,-2.323109927855284,0.0,0.0
Luquillo,East,2024,17532.0,baseline,-1.2925330035264722,1.0,-1.2925330035264722,0.0,0.0
Manati,North,2024,38943.0,baseline,-1.2953335888846096,1.0,-1.2953335888846096,0.0,0.0
Maricao,West,2024,4988.0,baseline,-2.685215190317521,1.0,-2.685215190317521,0.0,0.0
Maunabo,East,2024,10399.0,baseline,-1.5035608226914126,1.0,-1.5035608226914126,0.0,0.0
Mayaguez,West,2024,70828.0,baseline,-1.9765588193128631,1.0,-1.9765588193128631,0.0,0.0
Moca,West,2024,37424.0,baseline,-0.8667815545404485,1.0,-0.8667815545404485,0.0,0.0
Morovis,Central Mountains,2024,28397.0,baseline,-1.2445870388346936,1.0,-1.2445870388346936,0.0,0.0
Naguabo,East,2024,23054.0,baseline,-1.3260455684174184,1.0,-1.3260455684174184,0.0,0.0
Naranjito,Central Mountains,2024,29310.0,baseline,-0.6786135072021733,1.0,-0.6786135072021733,0.0,0.0
Orocovis,Central Mountains,2024,21309.0,baseline,-1.0278576076846007,1.0,-1.0278576076846007,0.0,0.0
Patillas,South,2024,15563.0,baseline,-1.8148278888051819,1.0,-1.8148278888051819,0.0,0.0
Penuelas,South,2024,19853.0,baseline,-1.8197647238954164,1.0,-1.8197647238954164,0.0,0.0
Ponce,South,2024,132760.0,baseline,-2.054907378593648,1.0,-2.054907378593648,0.0,0.0
Quebradillas,North,2024,23409.0,baseline,-1.1203009645218918,1.0,-1.1203009645218918,0.0,0.0
Rincon,West,2024,15378.0,baseline,-0.3307740160937047,1.0,-0.3307740160937047,0.0,0.0
Rio Grande,East,2024,46051.0,baseline,-1.5805156875625228,1.0,-1.5805156875625228,0.0,0.0
Sabana Grande,West,2024,22407.0,baseline,-1.3041434464661499,1.0,-1.3041434464661499,0.0,0.0
Salinas,South,2024,25079.0,baseline,-1.815781695718441,1.0,-1.815781695718441,0.0,0.0
San German,West,2024,31305.0,baseline,-1.3963823830731406,1.0,-1.3963823830731406,0.0,0.0
San Juan,Metro,2024,336160.0,baseline,-1.4888506248455833,1.0,-1.4888506248455833,0.0,0.0
San Lorenzo,East,2024,37431.0,baseline,-1.0384560936100977,1.0,-1.0384560936100977,0.0,0.0
San Sebastian,West,2024,39088.0,baseline,-1.0236473525625656,1.0,-1.0236473525625656,0.0,0.0
Santa Isabel,South,2024,19903.0,baseline,-1.470723623470502,1.0,-1.470723623470502,0.0,0.0
Toa Alta,Metro,2024,66320.0,baseline,-1.09876358006459,1.0,-1.09876358006459,0.0,0.0
Toa Baja,Metro,2024,73039.0,baseline,-1.8860764228402098,1.0,-1.8860764228402098,0.0,0.0
Trujillo Alto,Metro,2024,67088.0,baseline,-1.1467507200370048,1.0,-1.1467507200370048,0.0,0.0
Utuado,Central Mountains,2024,27621.0,baseline,-1.6748839010144003,1.0,-1.6748839010144003,0.0,0.0
Vega Alta,North,2024,34921.0,baseline,-1.2832096920172082,1.0,-1.2832096920172082,0.0,0.0
Vega Baja,North,2024,53892.0,baseline,-1.1420855070381195,1.0,-1.1420855070381195,0.0,0.0
Vieques,East,2024,8078.0,baseline,-1.4598258951146998,1.0,-1.4598258951146998,0.0,0.0
Villalba,South,2024,21556.0,baseline,-1.7163131356215915,1.0,-1.7163131356215915,0.0,0.0
Yabucoa,East,2024,29400.0,baseline,-2.096246676660821,1.0,-2.096246676660821,0.0,0.0
Yauco,South,2024,32993.0,baseline,-2.09862845501653,1.0,-2.09862845501653,0.0,0.0
Adjuntas,Central Mountains,2024,17960.0,jobs_push,-0.6194688641252764,0.9603829423378808,-0.9024586516057509,0.28298978748047454,50.82496583149323
Aguada,West,2024,37758.0,jobs_push,-0.8346428030721134,1.033421843284676,-1.1391544878557884,0.3045116847836751,114.97752194062004
Aguadilla,West,2024,54137.0,jobs_push,-1.1131182109709805,0.8923606678367416,-1.3760643177940752,0.2629461068230947,142.35113385081877
Aguas Buenas,Central Mountains,2024,23614.0,jobs_push,-1.4127548112279533,1.0923213492457222,-1.7346220298719508,0.3218672186439975,76.00572501059357
Aibonito,Central Mountains,2024,24636.0,jobs_push,-0.3596788431524971,1.3776561698064151,-0.7656238152337702,0.4059449720812731,100.00860332194245
Anasco,West,2024,25094.0,jobs_push,-1.196728261917686,0.951982551671604,-1.477242760984962,0.2805144990672761,70.39230839594227
Arecibo,North,2024,86467.0,jobs_push,-0.9829588439223376,0.9876540219937753,-1.273984422852209,0.29102557892987146,251.64108733329195
Arroyo,South,2024,15341.0,jobs_push,-1.784169160987852,0.832729971192581,-2.0295442787536384,0.24537511776578635,37.64299681644928
Barceloneta,North,2024,22494.0,jobs_push,-0.7797379738414443,0.8436789723107785,-1.0283393624654158,0.24860138862397152,55.92039635707616
Barranquitas,Central Mountains,2024,29054.0,jobs_push,-0.4090149613841456,0.9193997877678121,-0.6799285095950736,0.27091354821092795,78.711222297203
Bayamon,Metro,2024,182469.0,jobs_push,-1.0177019070803113,1.079769061304262,-1.3358704247787252,0.3181685176984139,580.5589125591189
Cabo Rojo,West,2024,46876.0,jobs_push,-0.7366422416786228,0.8219087291682488,-0.9788287345264305,0.2421864928478077,113.52734038733833
Caguas,East,2024,125586.0,jobs_push,-0.9647267969806539,1.0640044980495489,-1.278250073485681,0.3135232765050271,393.7413420316033
Camuy,North,2024,32734.0,jobs_push,-0.6715525366569224,0.8443920118741594,-0.9203640320056288,0.2488114953487064,81.44595488744555
Canovanas,East,2024,41816.0,jobs_push,-0.9869498562897802,0.8916401193436845,-1.2496836437807302,0.26273378749095,109.86476057721565
Carolina,Metro,2024,152204.0,jobs_push,-1.1230314050836356,1.0003604430840083,-1.4178011023703043,0.2947696972866687,448.65127005820125
Catano,Metro,2024,22467.0,jobs_push,-1.6544671351250773,1.0472245317721336,-1.9630459682404542,0.3085788331153769,69.32840643603173
Cayey,Central Mountains,2024,40917.0,jobs_push,-1.1819677066079273,0.9484957306202616,-1.4614547668226348,0.2794870602147075,114.35772042805186
Ceiba,East,2024,10995.0,jobs_push,-1.6049999391903826,0.9446602872751609,-1.8833568342914937,0.27835689510111106,30.60534061636716
Ciales,Central Mountains,2024,16805.0,jobs_push,-0.9009287427809538,0.9386989937239897,-1.1775290623320578,0.276600319551104,46.48268370056302
Cidra,Central Mountains,2024,39643.0,jobs_push,-0.8158692380118575,0.891270209554317,-1.0784940265940748,0.2626247885822173,104.11234493764839
Coamo,South,2024,33998.0,jobs_push,-1.244536752331353,1.026133078537592,-1.5469007042723855,0.3023639519410324,102.79769638091219
Comerio,Central Mountains,2024,18711.0,jobs_push,-0.7155063488671639,1.3250695558260954,-1.1059559658577043,0.39044961699054037,73.05702783510002
Corozal,Central Mountains,2024,34444.0,jobs_push,-0.6313604491975202,1.0180935669490832,-0.9313554506131083,0.2999950014155881,103.33027828758516
Culebra,East,2024,1387.0,jobs_push,1.7262686556325264,0.79930329058497,1.4907431601625067,0.23552549547001966,3.2667386221691728
Dorado,North,2024,35810.0,jobs_push,-0.5817649745590187,0.8698635999774333,-0.838082016899833,0.2563170423408143,91.78713286224561
Fajardo,East,2024,31489.0,jobs_push,-1.2241292389603375,1.0938817113030117,-1.5464562393304762,0.3223270003701386,101.49754914655296
Florida,North,2024,11532.0,jobs_push,-0.8785093780951667,1.0589487717456827,-1.1905429166537786,0.31203353855861193,35.98370766657913
Guanica,West,2024,12855.0,jobs_push,-3.13621940879934,0.9845695953125282,-3.4263361198052333,0.29011671100589354,37.294503199807615
Guayama,South,2024,35298.0,jobs_push,-1.8297006725171474,1.086965829930057,-2.1499898151602332,0.32028914264308583,113.05566157015643
Guayanilla,South,2024,17141.0,jobs_push,-1.813265421022186,1.0120338739463899,-2.1114748521621767,0.29820943113999077,51.11607859170582
Guaynabo,Metro,2024,89378.0,jobs_push,-0.6915998981801963,0.9913495092066452,-0.9837144022615913,0.29211450408139505,261.0861014578693
Gurabo,East,2024,40228.0,jobs_push,-0.8580593155538849,0.9902282385709497,-1.1498434221189198,0.29178410656503484,117.37891038898222
Hatillo,North,2024,38157.0,jobs_push,-0.8139371686136117,0.8785361627505136,-1.0728096985499167,0.25887252993630505,98.77799124779591
Hormigueros,West,2024,15441.0,jobs_push,-0.9570514868474644,0.8198213493410351,-1.1986229050748753,0.2415714182274109,37.30104268849452
Humacao,East,2024,50100.0,jobs_push,-1.0800631245187704,1.062981273831517,-1.3932848942068388,0.31322176968806836,156.92410661372224
Isabela,West,2024,42890.0,jobs_push,-0.5894895654752095,0.8255376537508811,-0.8327453698977545,0.24325580442254502,104.33241451682956
Jayuya,Central Mountains,2024,14566.0,jobs_push,-1.0879148298468884,0.9074629577393799,-1.3553110300875235,0.26739620024063515,38.94893052705091
Juana Diaz,South,2024,46156.0,jobs_push,-0.7657021896832059,1.026453220203896,-1.0681604756842442,0.3024582860010383,139.60264648663923
Juncos,East,2024,36829.0,jobs_push,-0.7425081738985553,0.8053173055602633,-0.9798057799972995,0.23729760609874417,87.3943353501065
Lajas,West,2024,23035.0,jobs_push,-0.9570624869722033,0.8747385888095557,-1.2148160105256196,0.2577535235534163,59.37352415052945
Lares,Central Mountains,2024,27855.0,jobs_push,-0.7431680269698424,1.3565147523286187,-1.142883395238585,0.39971536826874265,111.34071583125827
Las Marias,West,2024,8744.0,jobs_push,-0.8933646133052371,1.4870501606026023,-1.3315440002665724,0.4381793869613353,38.31440559589916
Las Piedras,East,2024,34951.0,jobs_push,-0.7108983499717564,1.0953714532686378,-1.0336643229055134,0.322765972933757,112.8099352000774
Loiza,East,2024,22768.0,jobs_push,-2.0519519380815106,0.9202293495320184,-2.323109927855284,0.27115798977377326,61.7372511116927
Luquillo,East,2024,17532.0,jobs_push,-0.9719685179615932,1.0879002616907831,-1.2925330035264722,0.32056448556487893,56.20136560923458
Manati,North,2024,38943.0,jobs_push,-0.9785483502369685,1.0750746247428473,-1.2953335888846096,0.3167852386476411,123.36567548655087
Maricao,West,2024,4988.0,jobs_push,-2.3483045752827696,1.1433741501864791,-2.685215190317521,0.3369106150347516,16.805101477933412
Maunabo,East,2024,10399.0,jobs_push,-0.9878997189182896,1.75,-1.5035608226914126,0.5156611037731229,53.62359818136705
Mayaguez,West,2024,70828.0,jobs_push,-1.6696870926060945,1.0414311217336298,-1.9765588193128631,0.30687172670676865,217.3511065918701
Moca,West,2024,37424.0,jobs_push,-0.6197685989446,0.8382883043335446,-0.8667815545404485,0.24701295559584846,92.44212850219033
Morovis,Central Mountains,2024,28397.0,jobs_push,-0.9842617767184276,0.8834663025193091,-1.2445870388346936,0.26032526211626594,73.92456468315604
Naguabo,East,2024,23054.0,jobs_push,-1.0576038499391895,0.9110111348316642,-1.3260455684174184,0.26844171847822884,61.88655377797088
Naranjito,Central Mountains,2024,29310.0,jobs_push,-0.3678745983890612,1.0545551844883765,-0.6786135072021733,0.31073890881311206,91.07757417312315
Orocovis,Central Mountains,2024,21309.0,jobs_push,-0.7729444027164829,0.8650993946025409,-1.0278576076846007,0.25491320496811776,54.319454846656214
Patillas,South,2024,15563.0,jobs_push,-1.554896312494324,0.8821302503051242,-1.8148278888051819,0.25993157631085784,40.45315122125881
Penuelas,South,2024,19853.0,jobs_push,-1.5361592905348531,0.9624722608501199,-1.8197647238954164,0.2836054333605633,56.30418668507264
Ponce,South,2024,132760.0,jobs_push,-1.7173499292798602,1.1455693128233944,-2.054907378593648,0.33755744931378784,448.14126970898474
Quebradillas,North,2024,23409.0,jobs_push,-0.896989675617127,0.7578519161594128,-1.1203009645218918,0.22331128890476482,52.2749396197164
Rincon,West,2024,15378.0,jobs_push,0.08719869275334813,1.418474721343658,-0.3307740160937047,0.41797270884705284,64.27584316649978
Rio Grande,East,2024,46051.0,jobs_push,-1.3039453046824474,0.9385973975905672,-1.5805156875625228,0.2765703828800754,127.36342702010353
Sabana Grande,West,2024,22407.0,jobs_push,-0.9882454065538198,1.0720637368255053,-1.3041434464661499,0.3158980399123301,70.78327380315581
Salinas,South,2024,25079.0,jobs_push,-1.502207950692191,1.0641757731592936,-1.815781695718441,0.3135737450262499,78.64115951513321
San German,West,2024,31305.0,jobs_push,-1.0715798830850984,1.1022828187350688,-1.3963823830731406,0.3248024999880421,101.67942262125658
San Juan,Metro,2024,336160.0,jobs_push,-1.1733878042743788,1.0705867321776896,-1.4888506248455833,0.31546282057120445,1060.4598176321608
San Lorenzo,East,2024,37431.0,jobs_push,-0.7541561592681523,0.9648291900591031,-1.0384560936100977,0.28429993434194545,106.41630842353361
San Sebastian,West,2024,39088.0,jobs_push,-0.7241067962161749,1.016551315913902,-1.0236473525625656,0.29954055634639065,117.08441266467719
Santa Isabel,South,2024,19903.0,jobs_push,-1.1962815809498446,0.9313744451481025,-1.470723623470502,0.2744420425206573,54.62219972288642
Toa Alta,Metro,2024,66320.0,jobs_push,-0.8245892720434231,0.9304658341036028,-1.09876358006459,0.27417430802116693,181.83240107963792
Toa Baja,Metro,2024,73039.0,jobs_push,-1.5967871167042076,0.9817616299420239,-1.8860764228402098,0.28928930613600223,211.29401630867466
Trujillo Alto,Metro,2024,67088.0,jobs_push,-0.8502478968897489,1.0062421553827188,-1.1467507200370048,0.29650282314725596,198.91781399303107
Utuado,Central Mountains,2024,27621.0,jobs_push,-1.4325383474534545,0.8224485337917794,-1.6748839010144003,0.24234555356094578,66.93826534906884
Vega Alta,North,2024,34921.0,jobs_push,-0.9760107829987736,1.042541480923467,-1.2832096920172082,0.3071989090184346,107.27693101832755
Vega Baja,North,2024,53892.0,jobs_push,-0.7778988817817616,1.2359407943226115,-1.1420855070381195,0.3641866252563579,196.26745608315642
Vieques,East,2024,8078.0,jobs_push,-1.2322136694871169,0.772448012723336,-1.4598258951146998,0.227612225627583,18.386515586196154
Villalba,South,2024,21556.0,jobs_push,-1.4670205659872801,0.8460246345281618,-1.7163131356215915,0.24929256963431135,53.737506310372154
Yabucoa,East,2024,29400.0,jobs_push,-1.8270501214341746,0.9135728256399583,-2.096246676660821,0.26919655522664643,79.14378723663405
Yauco,South,2024,32993.0,jobs_push,-1.8703296388809088,0.7747780961449371,-2.09862845501653,0.2282988161356212,75.3226284076255
Adjuntas,Central Mountains,2024,17960.0,public_safety,-0.7244408174144368,0.8816979928948929,-0.9024586516057509,0.17801783419131412,31.972003020760013
Aguada,West,2024,37758.0,public_safety,-0.9833294575696998,0.7717800695090886,-1.1391544878557884,0.15582503028608863,58.836414935421345
Aguadilla,West,2024,54137.0,public_safety,-1.1751549900530265,0.9950764305601701,-1.3760643177940752,0.20090932774104875,108.76628275917156
Aguas Buenas,Central Mountains,2024,23614.0,public_safety,-1.559173469188345,0.8689727325004195,-1.7346220298719508,0.17544856068360581,41.43042311982668
Aibonito,Central Mountains,2024,24636.0,public_safety,-0.6050816676557786,0.7951433064983189,-0.7656238152337702,0.16054214757799157,39.551163477314
Anasco,West,2024,25094.0,public_safety,-1.311902039640311,0.8189099862697099,-1.477242760984962,0.16534072134465116,41.490600614226764
Arecibo,North,2024,86467.0,public_safety,-1.080424877672091,0.958673962450022,-1.273984422852209,0.19355954518011798,167.3651319308926
Arroyo,South,2024,15341.0,public_safety,-1.7781337359628215,1.2452020438191278,-2.0295442787536384,0.25141054279081687,38.568891369539216
Barceloneta,North,2024,22494.0,public_safety,-0.7289993453519945,1.4825901768829846,-1.0283393624654158,0.2993400171134213,67.33354344949299
Barranquitas,Central Mountains,2024,29054.0,public_safety,-0.4994213891312398,0.894027087449895,-0.6799285095950736,0.18050712046383377,52.444538779562265
Bayamon,Metro,2024,182469.0,public_safety,-1.0975565131866645,1.1803362201555385,-1.3358704247787252,0.23831391159206072,434.84901134291727
Cabo Rojo,West,2024,46876.0,public_safety,-0.804698082948952,0.8624453088916058,-0.9788287345264305,0.17413065157747853,81.62548423345883
Caguas,East,2024,125586.0,public_safety,-1.0448940351475626,1.1557805518041815,-1.278250073485681,0.23335603833811835,293.06251430730936
Camuy,North,2024,32734.0,public_safety,-0.6994869431808579,1.0939740210746207,-0.9203640320056288,0.22087708882477086,72.30190625590049
Canovanas,East,2024,41816.0,public_safety,-1.0411965652654513,1.0326079940613628,-1.2496836437807302,0.2084870785152788,87.180956751949
Carolina,Metro,2024,152204.0,public_safety,-1.1834401843944973,1.1607575832554191,-1.4178011023703043,0.23436091797580705,356.7066915958973
Catano,Metro,2024,22467.0,public_safety,-1.7437398204473993,1.0861933649346778,-1.9630459682404542,0.2193061477930549,49.27151222466564
Cayey,Central Mountains,2024,40917.0,public_safety,-1.2625856889560008,0.9849713518895543,-1.4614547668226348,0.198869077866634,81.37126059069062
Ceiba,East,2024,10995.0,public_safety,-1.640744859500035,1.2016239395206199,-1.8833568342914937,0.2426119747914588,26.675186628320894
Ciales,Central Mountains,2024,16805.0,public_safety,-0.9965149943079588,0.8965379294024391,-1.1775290623320578,0.18101406802409903,30.41941413144984
Cidra,Central Mountains,2024,39643.0,public_safety,-0.8888712169428372,0.9391758496337459,-1.0784940265940748,0.18962280965123757,75.17217043004011
Coamo,South,2024,33998.0,public_safety,-1.3935815481314717,0.7593688174888394,-1.5469007042723855,0.15331915614091374,52.125446704787855
Comerio,Central Mountains,2024,18711.0,public_safety,-0.928303324706623,0.8798892416983886,-1.1059559658577043,0.17765264115108126,33.24058568577882
Corozal,Central Mountains,2024,34444.0,public_safety,-0.7679117192736802,0.8095144541437037,-0.9313554506131083,0.16344373133942813,56.296558822552626
Culebra,East,2024,1387.0,public_safety,1.844074133290783,1.75,1.4907431601625067,0.3533309731282763,4.900700597289193
Dorado,North,2024,35810.0,public_safety,-0.586651626339137,1.245300347109609,-0.838082016899833,0.25143039056069594,90.03722285978522
Fajardo,East,2024,31489.0,public_safety,-1.3355283945521699,1.0446967756433483,-1.5464562393304762,0.21092784477830628,66.41906904224086
Florida,North,2024,11532.0,public_safety,-0.9992166856288931,0.9476126627936304,-1.1905429166537786,0.19132623102488555,22.0637409617898
Guanica,West,2024,12855.0,public_safety,-3.2202420079790164,1.0207559572337352,-3.4263361198052333,0.20609411182621695,26.49339807526019
Guayama,South,2024,35298.0,public_safety,-1.9529316602594686,0.9760020980417747,-2.1499898151602332,0.19705815490076461,69.55758751687189
Guayanilla,South,2024,17141.0,public_safety,-1.9186341111309502,0.9551138237805397,-2.1114748521621767,0.1928407410312265,33.054831420162536
Guaynabo,Metro,2024,89378.0,public_safety,-0.7799223186224153,1.0093543263728613,-0.9837144022615913,0.203792083639176,182.14528851502274
Gurabo,East,2024,40228.0,public_safety,-0.9729886356820681,0.8759375763871334,-1.1498434221189198,0.1768547864368517,71.14514348781671
Hatillo,North,2024,38157.0,public_safety,-0.8668552250847864,1.0200643475236126,-1.0728096985499167,0.2059544734651303,78.58604844008977
Hormigueros,West,2024,15441.0,public_safety,-1.0376328545843043,0.7973617083838752,-1.1986229050748753,0.16099005049057102,24.85847369624907
Humacao,East,2024,50100.0,public_safety,-1.1668993668602048,1.1212565639208185,-1.3932848942068388,0.22638552734663397,113.41914920066363
Isabela,West,2024,42890.0,public_safety,-0.6720657458008261,0.795824208899851,-0.8327453698977545,0.16067962409692838,68.91549077517259
Jayuya,Central Mountains,2024,14566.0,public_safety,-1.1888514457874753,0.8244515615089524,-1.3553110300875235,0.16645958430004826,24.24650304914503
Juana Diaz,South,2024,46156.0,public_safety,-0.9056200637785479,0.8050404364966381,-1.0681604756842442,0.16254041190569635,75.02215251919321
Juncos,East,2024,36829.0,public_safety,-0.7919343734872015,0.9305013893398777,-0.9798057799972995,0.18787140651009793,69.19116030360397
Lajas,West,2024,23035.0,public_safety,-1.0612373242029298,0.7606542349943783,-1.2148160105256196,0.15357868632268978,35.37685039443159
