year,municipio,geoid,total_population,total_births_est,crude_birth_rate
2010,Adjuntas Municipio,72001,19541.0,200.0,10.23
2010,Aguada Municipio,72003,42232.0,367.0,8.69
2010,Aguadilla Municipio,72005,61965.0,633.0,10.22
2010,Aguas Buenas Municipio,72007,28827.0,164.0,5.69
2010,Aibonito Municipio,72009,26161.0,266.0,10.17
2010,Arecibo Municipio,72013,97633.0,1110.0,11.37
2010,Arroyo Municipio,72015,19607.0,195.0,9.95
2010,Añasco Municipio,72011,29254.0,174.0,5.95
2010,Barceloneta Municipio,72017,24506.0,382.0,15.59
2010,Barranquitas Municipio,72019,30272.0,386.0,12.75
2010,Bayamón Municipio,72021,212183.0,2513.0,11.84
2010,Cabo Rojo Municipio,72023,50468.0,452.0,8.96
2010,Caguas Municipio,72025,143301.0,1687.0,11.77
2010,Camuy Municipio,72027,35381.0,527.0,14.9
2010,Canóvanas Municipio,72029,47151.0,636.0,13.49
2010,Carolina Municipio,72031,179356.0,2413.0,13.45
2010,Cataño Municipio,72033,28663.0,350.0,12.21
2010,Cayey Municipio,72035,48255.0,549.0,11.38
2010,Ceiba Municipio,72037,14493.0,76.0,5.24
2010,Ciales Municipio,72039,19067.0,156.0,8.18
2010,Cidra Municipio,72041,43604.0,567.0,13.0
2010,Coamo Municipio,72043,40229.0,516.0,12.83
2010,Comerío Municipio,72045,20773.0,144.0,6.93
2010,Corozal Municipio,72047,37312.0,237.0,6.35
2010,Culebra Municipio,72049,1939.0,15.0,7.74
2010,Dorado Municipio,72051,37631.0,449.0,11.93
2010,Fajardo Municipio,72053,37875.0,493.0,13.02
2010,Florida Municipio,72054,12697.0,112.0,8.82
2010,Guayama Municipio,72057,45416.0,447.0,9.84
2010,Guayanilla Municipio,72059,21986.0,269.0,12.24
2010,Guaynabo Municipio,72061,98875.0,863.0,8.73
2010,Gurabo Municipio,72063,44073.0,500.0,11.34
2010,Guánica Municipio,72055,19990.0,196.0,9.8
2010,Hatillo Municipio,72065,41645.0,471.0,11.31
2010,Hormigueros Municipio,72067,17213.0,156.0,9.06
2010,Humacao Municipio,72069,58924.0,512.0,8.69
2010,Isabela Municipio,72071,45681.0,547.0,11.97
2010,Jayuya Municipio,72073,16865.0,196.0,11.62
2010,Juana Díaz Municipio,72075,51020.0,522.0,10.23
2010,Juncos Municipio,72077,39829.0,520.0,13.06
2010,Lajas Municipio,72079,26000.0,391.0,15.04
2010,Lares Municipio,72081,31600.0,265.0,8.39
2010,Las Marías Municipio,72083,10156.0,94.0,9.26
2010,Las Piedras Municipio,72085,38146.0,513.0,13.45
2010,Loíza Municipio,72087,30703.0,412.0,13.42
2010,Luquillo Municipio,72089,20131.0,111.0,5.51
2010,Manatí Municipio,72091,44631.0,519.0,11.63
2010,Maricao Municipio,72093,6244.0,41.0,6.57
2010,Maunabo Municipio,72095,12393.0,172.0,13.88
2010,Mayagüez Municipio,72097,91205.0,1197.0,13.12
2010,Moca Municipio,72099,40280.0,387.0,9.61
2010,Morovis Municipio,72101,32339.0,341.0,10.54
2010,Naguabo Municipio,72103,26331.0,224.0,8.51
2010,Naranjito Municipio,72105,30460.0,288.0,9.46
2010,Orocovis Municipio,72107,23646.0,282.0,11.93
2010,Patillas Municipio,72109,19552.0,193.0,9.87
2010,Peñuelas Municipio,72111,24879.0,290.0,11.66
2010,Ponce Municipio,72113,170920.0,2197.0,12.85
2010,Quebradillas Municipio,72115,25985.0,245.0,9.43
2010,Rincón Municipio,72117,15203.0,134.0,8.81
2010,Río Grande Municipio,72119,54270.0,741.0,13.65
2010,Sabana Grande Municipio,72121,25532.0,253.0,9.91
2010,Salinas Municipio,72123,31265.0,287.0,9.18
2010,San Germán Municipio,72125,35997.0,260.0,7.22
2010,San Juan Municipio,72127,404748.0,5276.0,13.04
2010,San Lorenzo Municipio,72129,41300.0,446.0,10.8
2010,San Sebastián Municipio,72131,42982.0,331.0,7.7
2010,Santa Isabel Municipio,72133,23113.0,224.0,9.69
2010,Toa Alta Municipio,72135,72756.0,1171.0,16.09
2010,Toa Baja Municipio,72137,90867.0,1152.0,12.68
2010,Trujillo Alto Municipio,72139,75464.0,853.0,11.3
2010,Utuado Municipio,72141,33741.0,317.0,9.4
2010,Vega Alta Municipio,72143,39807.0,529.0,13.29
2010,Vega Baja Municipio,72145,60436.0,736.0,12.18
2010,Vieques Municipio,72147,9313.0,142.0,15.25
2010,Villalba Municipio,72149,26565.0,345.0,12.99
2010,Yabucoa Municipio,72151,38387.0,450.0,11.72
2010,Yauco Municipio,72153,43082.0,424.0,9.84
2011,Adjuntas Municipio,72001,19514.0,155.0,7.94
2011,Aguada Municipio,72003,42082.0,386.0,9.17
2011,Aguadilla Municipio,72005,61384.0,584.0,9.51
2011,Aguas Buenas Municipio,72007,28745.0,137.0,4.77
2011,Aibonito Municipio,72009,26011.0,378.0,14.53
2011,Arecibo Municipio,72013,96984.0,1133.0,11.68
2011,Arroyo Municipio,72015,19601.0,244.0,12.45
2011,Añasco Municipio,72011,29266.0,162.0,5.54
2011,Barceloneta Municipio,72017,24685.0,299.0,12.11
2011,Barranquitas Municipio,72019,30317.0,369.0,12.17
2011,Bayamón Municipio,72021,209900.0,2413.0,11.5
2011,Cabo Rojo Municipio,72023,50733.0,513.0,10.11
2011,Caguas Municipio,72025,143087.0,1572.0,10.99
2011,Camuy Municipio,72027,35260.0,457.0,12.96
2011,Canóvanas Municipio,72029,47458.0,717.0,15.11
2011,Carolina Municipio,72031,177873.0,2395.0,13.46
2011,Cataño Municipio,72033,28371.0,382.0,13.46
2011,Cayey Municipio,72035,48184.0,486.0,10.09
2011,Ceiba Municipio,72037,14087.0,124.0,8.8
2011,Ciales Municipio,72039,18912.0,144.0,7.61
2011,Cidra Municipio,72041,43564.0,521.0,11.96
2011,Coamo Municipio,72043,40433.0,620.0,15.33
2011,Comerío Municipio,72045,20778.0,141.0,6.79
2011,Corozal Municipio,72047,37238.0,173.0,4.65
2011,Culebra Municipio,72049,1831.0,16.0,8.74
2011,Dorado Municipio,72051,37942.0,414.0,10.91
2011,Fajardo Municipio,72053,37387.0,451.0,12.06
2011,Florida Municipio,72054,12691.0,215.0,16.94
2011,Guayama Municipio,72057,45390.0,460.0,10.13
2011,Guayanilla Municipio,72059,21767.0,279.0,12.82
2011,Guaynabo Municipio,72061,98326.0,789.0,8.02
2011,Gurabo Municipio,72063,44868.0,522.0,11.63
2011,Guánica Municipio,72055,19680.0,206.0,10.47
2011,Hatillo Municipio,72065,41843.0,353.0,8.44
2011,Hormigueros Municipio,72067,17239.0,229.0,13.28
2011,Humacao Municipio,72069,58665.0,489.0,8.34
2011,Isabela Municipio,72071,45668.0,473.0,10.36
2011,Jayuya Municipio,72073,16744.0,277.0,16.54
2011,Juana Díaz Municipio,72075,50894.0,467.0,9.18
2011,Juncos Municipio,72077,40104.0,518.0,12.92
2011,Lajas Municipio,72079,25856.0,370.0,14.31
2011,Lares Municipio,72081,31120.0,238.0,7.65
2011,Las Marías Municipio,72083,10012.0,91.0,9.09
2011,Las Piedras Municipio,72085,38466.0,476.0,12.37
2011,Loíza Municipio,72087,30359.0,358.0,11.79
2011,Luquillo Municipio,72089,20106.0,75.0,3.73
2011,Manatí Municipio,72091,44331.0,622.0,14.03
2011,Maricao Municipio,72093,6300.0,57.0,9.05
2011,Maunabo Municipio,72095,12304.0,172.0,13.98
2011,Mayagüez Municipio,72097,89981.0,1143.0,12.7
2011,Moca Municipio,72099,40199.0,439.0,10.92
2011,Morovis Municipio,72101,32508.0,306.0,9.41
2011,Naguabo Municipio,72103,26576.0,192.0,7.22
2011,Naranjito Municipio,72105,30442.0,265.0,8.71
2011,Orocovis Municipio,72107,23541.0,257.0,10.92
2011,Patillas Municipio,72109,19397.0,167.0,8.61
2011,Peñuelas Municipio,72111,24553.0,264.0,10.75
2011,Ponce Municipio,72113,168382.0,2015.0,11.97
2011,Quebradillas Municipio,72115,25951.0,264.0,10.17
2011,Rincón Municipio,72117,15201.0,91.0,5.99
2011,Río Grande Municipio,72119,54286.0,677.0,12.47
2011,Sabana Grande Municipio,72121,25392.0,277.0,10.91
2011,Salinas Municipio,72123,31165.0,282.0,9.05
2011,San Germán Municipio,72125,35736.0,243.0,6.8
2011,San Juan Municipio,72127,399474.0,5219.0,13.06
2011,San Lorenzo Municipio,72129,41176.0,328.0,7.97
2011,San Sebastián Municipio,72131,42667.0,285.0,6.68
2011,Santa Isabel Municipio,72133,23210.0,166.0,7.15
2011,Toa Alta Municipio,72135,73553.0,1196.0,16.26
2011,Toa Baja Municipio,72137,90147.0,1039.0,11.53
2011,Trujillo Alto Municipio,72139,75122.0,896.0,11.93
2011,Utuado Municipio,72141,33404.0,364.0,10.9
2011,Vega Alta Municipio,72143,39906.0,429.0,10.75
2011,Vega Baja Municipio,72145,59995.0,889.0,14.82
2011,Vieques Municipio,72147,9318.0,148.0,15.88
2011,Villalba Municipio,72149,26290.0,361.0,13.73
2011,Yabucoa Municipio,72151,38138.0,515.0,13.5
2011,Yauco Municipio,72153,42516.0,442.0,10.4
2012,Adjuntas Municipio,72001,19458.0,150.0,7.71
2012,Aguada Municipio,72003,41876.0,382.0,9.12
2012,Aguadilla Municipio,72005,60714.0,506.0,8.33
2012,Aguas Buenas Municipio,72007,28573.0,183.0,6.4
2012,Aibonito Municipio,72009,25823.0,390.0,15.1
2012,Arecibo Municipio,72013,96176.0,1023.0,10.64
2012,Arroyo Municipio,72015,19542.0,296.0,15.15
2012,Añasco Municipio,72011,29236.0,132.0,4.51
2012,Barceloneta Municipio,72017,24815.0,346.0,13.94
2012,Barranquitas Municipio,72019,30322.0,327.0,10.78
2012,Bayamón Municipio,72021,207337.0,2253.0,10.87
2012,Cabo Rojo Municipio,72023,50866.0,442.0,8.69
2012,Caguas Municipio,72025,142549.0,1552.0,10.89
2012,Camuy Municipio,72027,35085.0,451.0,12.85
2012,Canóvanas Municipio,72029,47656.0,670.0,14.06
2012,Carolina Municipio,72031,176157.0,1967.0,11.17
2012,Cataño Municipio,72033,28049.0,349.0,12.44
2012,Cayey Municipio,72035,48008.0,537.0,11.19
2012,Ceiba Municipio,72037,13726.0,115.0,8.38
2012,Ciales Municipio,72039,18712.0,171.0,9.14
2012,Cidra Municipio,72041,43414.0,487.0,11.22
2012,Coamo Municipio,72043,40577.0,628.0,15.48
2012,Comerío Municipio,72045,20745.0,119.0,5.74
2012,Corozal Municipio,72047,37074.0,142.0,3.83
2012,Culebra Municipio,72049,1535.0,16.0,10.42
2012,Dorado Municipio,72051,38179.0,450.0,11.79
2012,Fajardo Municipio,72053,36857.0,451.0,12.24
2012,Florida Municipio,72054,12657.0,253.0,19.99
2012,Guayama Municipio,72057,45250.0,541.0,11.96
2012,Guayanilla Municipio,72059,21493.0,251.0,11.68
2012,Guaynabo Municipio,72061,97639.0,757.0,7.75
2012,Gurabo Municipio,72063,45540.0,451.0,9.9
2012,Guánica Municipio,72055,19363.0,201.0,10.38
2012,Hatillo Municipio,72065,41945.0,433.0,10.32
2012,Hormigueros Municipio,72067,17217.0,178.0,10.34
2012,Humacao Municipio,72069,58333.0,443.0,7.59
2012,Isabela Municipio,72071,45567.0,450.0,9.88
2012,Jayuya Municipio,72073,16600.0,281.0,16.93
2012,Juana Díaz Municipio,72075,50695.0,495.0,9.76
2012,Juncos Municipio,72077,40292.0,532.0,13.2
2012,Lajas Municipio,72079,25671.0,289.0,11.26
2012,Lares Municipio,72081,30628.0,197.0,6.43
2012,Las Marías Municipio,72083,9853.0,100.0,10.15
2012,Las Piedras Municipio,72085,38687.0,482.0,12.46
2012,Loíza Municipio,72087,29997.0,394.0,13.13
2012,Luquillo Municipio,72089,20050.0,62.0,3.09
2012,Manatí Municipio,72091,43974.0,598.0,13.6
2012,Maricao Municipio,72093,6546.0,31.0,4.74
2012,Maunabo Municipio,72095,12201.0,234.0,19.18
2012,Mayagüez Municipio,72097,88664.0,993.0,11.2
2012,Moca Municipio,72099,40044.0,541.0,13.51
2012,Morovis Municipio,72101,32617.0,296.0,9.08
2012,Naguabo Municipio,72103,26761.0,210.0,7.85
2012,Naranjito Municipio,72105,30385.0,287.0,9.45
2012,Orocovis Municipio,72107,23386.0,222.0,9.49
2012,Patillas Municipio,72109,19225.0,135.0,7.02
2012,Peñuelas Municipio,72111,24193.0,299.0,12.36
2012,Ponce Municipio,72113,165602.0,2072.0,12.51
2012,Quebradillas Municipio,72115,25874.0,279.0,10.78
2012,Rincón Municipio,72117,15182.0,30.0,1.98
2012,Río Grande Municipio,72119,54203.0,661.0,12.19
2012,Sabana Grande Municipio,72121,25216.0,322.0,12.77
2012,Salinas Municipio,72123,31019.0,233.0,7.51
2012,San Germán Municipio,72125,35441.0,246.0,6.94
2012,San Juan Municipio,72127,393633.0,4793.0,12.18
2012,San Lorenzo Municipio,72129,40979.0,332.0,8.1
2012,San Sebastián Municipio,72131,42291.0,267.0,6.31
2012,Santa Isabel Municipio,72133,23261.0,229.0,9.84
2012,Toa Alta Municipio,72135,74178.0,1279.0,17.24
2012,Toa Baja Municipio,72137,89294.0,870.0,9.74
2012,Trujillo Alto Municipio,72139,74655.0,940.0,12.59
2012,Utuado Municipio,72141,33033.0,372.0,11.26
2012,Vega Alta Municipio,72143,39913.0,334.0,8.37
2012,Vega Baja Municipio,72145,59444.0,853.0,14.35
2012,Vieques Municipio,72147,9293.0,69.0,7.42
2012,Villalba Municipio,72149,25983.0,366.0,14.09
2012,Yabucoa Municipio,72151,37823.0,463.0,12.24
2012,Yauco Municipio,72153,41876.0,447.0,10.67
2013,Adjuntas Municipio,72001,19334.0,139.0,7.19
2013,Aguada Municipio,72003,41595.0,397.0,9.54
2013,Aguadilla Municipio,72005,59982.0,490.0,8.17
2013,Aguas Buenas Municipio,72007,28378.0,156.0,5.5
2013,Aibonito Municipio,72009,25560.0,395.0,15.45
2013,Arecibo Municipio,72013,95185.0,868.0,9.12
2013,Arroyo Municipio,72015,19443.0,295.0,15.17
2013,Añasco Municipio,72011,29086.0,184.0,6.33
2013,Barceloneta Municipio,72017,24884.0,346.0,13.9
2013,Barranquitas Municipio,72019,30218.0,269.0,8.9
2013,Bayamón Municipio,72021,204725.0,1941.0,9.48
2013,Cabo Rojo Municipio,72023,50869.0,220.0,4.32
2013,Caguas Municipio,72025,141600.0,1821.0,12.86
2013,Camuy Municipio,72027,34806.0,431.0,12.38
2013,Canóvanas Municipio,72029,47730.0,660.0,13.83
2013,Carolina Municipio,72031,173994.0,1852.0,10.64
2013,Cataño Municipio,72033,27669.0,289.0,10.44
2013,Cayey Municipio,72035,47700.0,519.0,10.88
2013,Ceiba Municipio,72037,13419.0,104.0,7.75
2013,Ciales Municipio,72039,18509.0,165.0,8.91
2013,Cidra Municipio,72041,43238.0,402.0,9.3
2013,Coamo Municipio,72043,40579.0,624.0,15.38
2013,Comerío Municipio,72045,20676.0,87.0,4.21
2013,Corozal Municipio,72047,36828.0,163.0,4.43
2013,Culebra Municipio,72049,1478.0,11.0,7.44
2013,Dorado Municipio,72051,38303.0,399.0,10.42
2013,Fajardo Municipio,72053,36252.0,420.0,11.59
2013,Florida Municipio,72054,12645.0,257.0,20.32
2013,Guayama Municipio,72057,44725.0,537.0,12.01
2013,Guayanilla Municipio,72059,21218.0,209.0,9.85
2013,Guaynabo Municipio,72061,96670.0,672.0,6.95
2013,Gurabo Municipio,72063,46084.0,322.0,6.99
2013,Guánica Municipio,72055,19019.0,152.0,7.99
2013,Hatillo Municipio,72065,41932.0,404.0,9.63
2013,Hormigueros Municipio,72067,17151.0,161.0,9.39
2013,Humacao Municipio,72069,57823.0,408.0,7.06
2013,Isabela Municipio,72071,45315.0,399.0,8.81
2013,Jayuya Municipio,72073,16413.0,236.0,14.38
2013,Juana Díaz Municipio,72075,50365.0,583.0,11.58
2013,Juncos Municipio,72077,40346.0,399.0,9.89
2013,Lajas Municipio,72079,25442.0,231.0,9.08
2013,Lares Municipio,72081,30051.0,244.0,8.12
2013,Las Marías Municipio,72083,9699.0,83.0,8.56
2013,Las Piedras Municipio,72085,38777.0,443.0,11.42
2013,Loíza Municipio,72087,29549.0,350.0,11.84
2013,Luquillo Municipio,72089,19918.0,124.0,6.23
2013,Manatí Municipio,72091,43497.0,481.0,11.06
2013,Maricao Municipio,72093,6552.0,37.0,5.65
2013,Maunabo Municipio,72095,12070.0,279.0,23.12
2013,Mayagüez Municipio,72097,87161.0,960.0,11.01
2013,Moca Municipio,72099,39755.0,614.0,15.44
2013,Morovis Municipio,72101,32609.0,423.0,12.97
2013,Naguabo Municipio,72103,26867.0,289.0,10.76
2013,Naranjito Municipio,72105,30256.0,270.0,8.92
2013,Orocovis Municipio,72107,23194.0,294.0,12.68
2013,Patillas Municipio,72109,19017.0,142.0,7.47
2013,Peñuelas Municipio,72111,23783.0,333.0,14.0
2013,Ponce Municipio,72113,162793.0,1736.0,10.66
2013,Quebradillas Municipio,72115,25738.0,268.0,10.41
2013,Rincón Municipio,72117,15094.0,42.0,2.78
2013,Río Grande Municipio,72119,54035.0,557.0,10.31
2013,Sabana Grande Municipio,72121,24974.0,322.0,12.89
2013,Salinas Municipio,72123,30807.0,196.0,6.36
2013,San Germán Municipio,72125,35070.0,279.0,7.96
2013,San Juan Municipio,72127,387336.0,4446.0,11.48
2013,San Lorenzo Municipio,72129,40701.0,306.0,7.52
2013,San Sebastián Municipio,72131,41798.0,302.0,7.23
2013,Santa Isabel Municipio,72133,23231.0,168.0,7.23
2013,Toa Alta Municipio,72135,74561.0,1276.0,17.11
2013,Toa Baja Municipio,72137,88195.0,945.0,10.71
2013,Trujillo Alto Municipio,72139,73970.0,1056.0,14.28
2013,Utuado Municipio,72141,32593.0,390.0,11.97
2013,Vega Alta Municipio,72143,39856.0,281.0,7.05
2013,Vega Baja Municipio,72145,58782.0,731.0,12.44
2013,Vieques Municipio,72147,9273.0,79.0,8.52
2013,Villalba Municipio,72149,25618.0,439.0,17.14
2013,Yabucoa Municipio,72151,37404.0,415.0,11.1
2013,Yauco Municipio,72153,41194.0,403.0,9.78
2014,Adjuntas Municipio,72001,19188.0,115.0,5.99
2014,Aguada Municipio,72003,41176.0,317.0,7.7
2014,Aguadilla Municipio,72005,59068.0,498.0,8.43
2014,Aguas Buenas Municipio,72007,28083.0,236.0,8.4
2014,Aibonito Municipio,72009,25241.0,370.0,14.66
2014,Arecibo Municipio,72013,93969.0,940.0,10.0
2014,Arroyo Municipio,72015,19255.0,257.0,13.35
2014,Añasco Municipio,72011,28874.0,179.0,6.2
2014,Barceloneta Municipio,72017,24908.0,324.0,13.01
2014,Barranquitas Municipio,72019,30045.0,174.0,5.79
2014,Bayamón Municipio,72021,201273.0,1899.0,9.43
2014,Cabo Rojo Municipio,72023,50706.0,171.0,3.37
2014,Caguas Municipio,72025,140166.0,1567.0,11.18
2014,Camuy Municipio,72027,34438.0,363.0,10.54
2014,Canóvanas Municipio,72029,47655.0,635.0,13.32
2014,Carolina Municipio,72031,171310.0,1739.0,10.15
2014,Cataño Municipio,72033,27211.0,265.0,9.74
2014,Cayey Municipio,72035,47252.0,492.0,10.41
2014,Ceiba Municipio,72037,13122.0,100.0,7.62
2014,Ciales Municipio,72039,18242.0,144.0,7.89
2014,Cidra Municipio,72041,42878.0,447.0,10.42
2014,Coamo Municipio,72043,40496.0,552.0,13.63
2014,Comerío Municipio,72045,20533.0,111.0,5.41
2014,Corozal Municipio,72047,36463.0,162.0,4.44
2014,Culebra Municipio,72049,1585.0,13.0,8.2
2014,Dorado Municipio,72051,38305.0,408.0,10.65
2014,Fajardo Municipio,72053,35539.0,405.0,11.4
2014,Florida Municipio,72054,12565.0,270.0,21.49
2014,Guayama Municipio,72057,44261.0,595.0,13.44
2014,Guayanilla Municipio,72059,20862.0,160.0,7.67
2014,Guaynabo Municipio,72061,95428.0,598.0,6.27
2014,Gurabo Municipio,72063,46460.0,424.0,9.13
2014,Guánica Municipio,72055,18627.0,99.0,5.31
2014,Hatillo Municipio,72065,41830.0,342.0,8.18
2014,Hormigueros Municipio,72067,17023.0,147.0,8.64
2014,Humacao Municipio,72069,57181.0,522.0,9.13
2014,Isabela Municipio,72071,44965.0,477.0,10.61
2014,Jayuya Municipio,72073,16183.0,333.0,20.58
2014,Juana Díaz Municipio,72075,49876.0,642.0,12.87
2014,Juncos Municipio,72077,40284.0,389.0,9.66
2014,Lajas Municipio,72079,25117.0,242.0,9.63
2014,Lares Municipio,72081,29426.0,255.0,8.67
2014,Las Marías Municipio,72083,9521.0,105.0,11.03
2014,Las Piedras Municipio,72085,38759.0,360.0,9.29
2014,Loíza Municipio,72087,29054.0,330.0,11.36
2014,Luquillo Municipio,72089,19731.0,144.0,7.3
2014,Manatí Municipio,72091,42900.0,594.0,13.85
2014,Maricao Municipio,72093,6384.0,21.0,3.29
2014,Maunabo Municipio,72095,11904.0,224.0,18.82
2014,Mayagüez Municipio,72097,85425.0,872.0,10.21
2014,Moca Municipio,72099,39349.0,560.0,14.23
2014,Morovis Municipio,72101,32484.0,467.0,14.38
2014,Naguabo Municipio,72103,26881.0,261.0,9.71
2014,Naranjito Municipio,72105,30034.0,165.0,5.49
2014,Orocovis Municipio,72107,22927.0,301.0,13.13
2014,Patillas Municipio,72109,18766.0,139.0,7.41
2014,Peñuelas Municipio,72111,23307.0,358.0,15.36
2014,Ponce Municipio,72113,159660.0,1633.0,10.23
2014,Quebradillas Municipio,72115,25512.0,245.0,9.6
2014,Rincón Municipio,72117,14998.0,31.0,2.07
2014,Río Grande Municipio,72119,53628.0,625.0,11.65
2014,Sabana Grande Municipio,72121,24692.0,232.0,9.4
2014,Salinas Municipio,72123,30506.0,183.0,6.0
2014,San Germán Municipio,72125,34725.0,200.0,5.76
2014,San Juan Municipio,72127,380149.0,4311.0,11.34
2014,San Lorenzo Municipio,72129,40313.0,271.0,6.72
2014,San Sebastián Municipio,72131,41204.0,236.0,5.73
2014,Santa Isabel Municipio,72133,23114.0,177.0,7.66
2014,Toa Alta Municipio,72135,74688.0,1114.0,14.92
2014,Toa Baja Municipio,72137,86873.0,879.0,10.12
2014,Trujillo Alto Municipio,72139,73030.0,1059.0,14.5
2014,Utuado Municipio,72141,32086.0,319.0,9.94
2014,Vega Alta Municipio,72143,39670.0,328.0,8.27
2014,Vega Baja Municipio,72145,57915.0,823.0,14.21
2014,Vieques Municipio,72147,9217.0,94.0,10.2
2014,Villalba Municipio,72149,25196.0,386.0,15.32
2014,Yabucoa Municipio,72151,36903.0,418.0,11.33
2014,Yauco Municipio,72153,40391.0,379.0,9.38
2015,Adjuntas Municipio,72001,18962.0,81.0,4.27
2015,Aguada Municipio,72003,40603.0,211.0,5.2
2015,Aguadilla Municipio,72005,57973.0,351.0,6.05
2015,Aguas Buenas Municipio,72007,27693.0,248.0,8.96
2015,Aibonito Municipio,72009,24829.0,360.0,14.5
2015,Arecibo Municipio,72013,92511.0,784.0,8.47
2015,Arroyo Municipio,72015,19018.0,183.0,9.62
2015,Añasco Municipio,72011,28579.0,193.0,6.75
2015,Barceloneta Municipio,72017,24775.0,336.0,13.56
2015,Barranquitas Municipio,72019,29805.0,111.0,3.72
2015,Bayamón Municipio,72021,197287.0,1754.0,8.89
2015,Cabo Rojo Municipio,72023,50380.0,377.0,7.48
2015,Caguas Municipio,72025,138262.0,1472.0,10.65
2015,Camuy Municipio,72027,33949.0,254.0,7.48
2015,Canóvanas Municipio,72029,47432.0,486.0,10.25
2015,Carolina Municipio,72031,168114.0,1764.0,10.49
2015,Cataño Municipio,72033,26680.0,210.0,7.87
2015,Cayey Municipio,72035,46647.0,414.0,8.88
2015,Ceiba Municipio,72037,12810.0,115.0,8.98
2015,Ciales Municipio,72039,17928.0,231.0,12.88
2015,Cidra Municipio,72041,42298.0,401.0,9.48
2015,Coamo Municipio,72043,40293.0,571.0,14.17
2015,Comerío Municipio,72045,20339.0,113.0,5.56
2015,Corozal Municipio,72047,35975.0,234.0,6.5
2015,Culebra Municipio,72049,1557.0,11.0,7.06
2015,Dorado Municipio,72051,38166.0,387.0,10.14
2015,Fajardo Municipio,72053,34720.0,368.0,10.6
2015,Florida Municipio,72054,12408.0,211.0,17.01
2015,Guayama Municipio,72057,43700.0,474.0,10.85
2015,Guayanilla Municipio,72059,20442.0,186.0,9.1
2015,Guaynabo Municipio,72061,93899.0,641.0,6.83
2015,Gurabo Municipio,72063,46765.0,300.0,6.42
2015,Guánica Municipio,72055,18207.0,123.0,6.76
2015,Hatillo Municipio,72065,41578.0,275.0,6.61
2015,Hormigueros Municipio,72067,16845.0,105.0,6.23
2015,Humacao Municipio,72069,56384.0,530.0,9.4
2015,Isabela Municipio,72071,44438.0,461.0,10.37
2015,Jayuya Municipio,72073,15890.0,275.0,17.31
2015,Juana Díaz Municipio,72075,49259.0,572.0,11.61
2015,Juncos Municipio,72077,40104.0,322.0,8.03
2015,Lajas Municipio,72079,24722.0,189.0,7.65
2015,Lares Municipio,72081,28727.0,277.0,9.64
2015,Las Marías Municipio,72083,9306.0,125.0,13.43
2015,Las Piedras Municipio,72085,38605.0,303.0,7.85
2015,Loíza Municipio,72087,28454.0,285.0,10.02
2015,Luquillo Municipio,72089,19497.0,151.0,7.74
2015,Manatí Municipio,72091,42167.0,541.0,12.83
2015,Maricao Municipio,72093,6315.0,21.0,3.33
2015,Maunabo Municipio,72095,11701.0,180.0,15.38
2015,Mayagüez Municipio,72097,83418.0,741.0,8.88
2015,Moca Municipio,72099,38815.0,449.0,11.57
2015,Morovis Municipio,72101,32294.0,504.0,15.61
2015,Naguabo Municipio,72103,26804.0,257.0,9.59
2015,Naranjito Municipio,72105,29751.0,198.0,6.66
2015,Orocovis Municipio,72107,22595.0,191.0,8.45
2015,Patillas Municipio,72109,18441.0,119.0,6.45
2015,Peñuelas Municipio,72111,22770.0,393.0,17.26
2015,Ponce Municipio,72113,156054.0,1586.0,10.16
2015,Quebradillas Municipio,72115,25205.0,239.0,9.48
2015,Rincón Municipio,72117,14841.0,79.0,5.32
2015,Río Grande Municipio,72119,53029.0,541.0,10.2
2015,Sabana Grande Municipio,72121,24307.0,221.0,9.09
2015,Salinas Municipio,72123,30114.0,197.0,6.54
2015,San Germán Municipio,72125,34125.0,259.0,7.59
2015,San Juan Municipio,72127,371400.0,3569.0,9.61
2015,San Lorenzo Municipio,72129,39778.0,285.0,7.16
2015,San Sebastián Municipio,72131,40471.0,239.0,5.91
2015,Santa Isabel Municipio,72133,22913.0,222.0,9.69
2015,Toa Alta Municipio,72135,74603.0,1087.0,14.57
2015,Toa Baja Municipio,72137,85242.0,823.0,9.65
2015,Trujillo Alto Municipio,72139,71886.0,952.0,13.24
2015,Utuado Municipio,72141,31474.0,256.0,8.13
2015,Vega Alta Municipio,72143,39319.0,324.0,8.24
2015,Vega Baja Municipio,72145,56858.0,782.0,13.75
2015,Vieques Municipio,72147,9130.0,24.0,2.63
2015,Villalba Municipio,72149,24685.0,294.0,11.91
2015,Yabucoa Municipio,72151,36279.0,422.0,11.63
2015,Yauco Municipio,72153,39474.0,468.0,11.86
2016,Adjuntas Municipio,72001,18760.0,86.0,4.58
2016,Aguada Municipio,72003,40083.0,211.0,5.26
2016,Aguadilla Municipio,72005,56893.0,353.0,6.2
2016,Aguas Buenas Municipio,72007,27323.0,188.0,6.88
2016,Aibonito Municipio,72009,24438.0,267.0,10.93
2016,Arecibo Municipio,72013,91096.0,725.0,7.96
2016,Arroyo Municipio,72015,18778.0,191.0,10.17
2016,Añasco Municipio,72011,28250.0,140.0,4.96
2016,Barceloneta Municipio,72017,24699.0,338.0,13.68
2016,Barranquitas Municipio,72019,29548.0,98.0,3.32
2016,Bayamón Municipio,72021,192974.0,1711.0,8.87
2016,Cabo Rojo Municipio,72023,50096.0,324.0,6.47
