region,year,p05,p10,p25,p50,p75,p90,p95,scenario,baseline_p50,abs_impact_vs_baseline,pct_impact_vs_baseline
South,2030,304092.7247547518,306803.19498869195,310699.31594446435,317008.39209353656,321435.56119585084,327524.6430230096,331221.7916621836,hurricane_cat4,360559.50191759854,-43551.109824061976,-12.078758039225116
West,2030,365166.18861094525,368082.6547802099,371965.6374785128,376495.5270489512,381479.0793568407,387145.3360886011,391165.62778396765,hurricane_cat4,423128.3641478759,-46632.837098924734,-11.020966933482951
Central Mountains,2030,276345.5457080215,278261.67599197186,282035.8651561701,286100.67717951245,289716.2811211554,293436.93342228857,294923.51728360157,hurricane_cat5_maria_like,343158.4535760998,-57057.776396587375,-16.627239050060027
East,2030,389338.3689325564,390932.2712387716,394509.3017933296,400271.8630958761,405162.53827644826,409244.2289225899,411504.32223339385,hurricane_cat5_maria_like,493026.12960381317,-92754.26650793705,-18.813255715771636
Metro,2030,672524.8649728815,683592.2033282254,699812.8790875573,717908.0518855776,737697.5682441802,756377.9539848879,766372.2564180554,hurricane_cat5_maria_like,853573.4886306203,-135665.43674504268,-15.893820339088721
North,2030,267923.09931779304,270297.69336516794,274342.45928447635,278499.5026192581,282954.83762901335,286977.59510135686,289070.14265699434,hurricane_cat5_maria_like,328198.75240361365,-49699.24978435552,-15.143034341348185
South,2030,285638.11239327054,288227.58232408774,291916.7129050329,297894.0748131763,302131.4747772954,307891.8908295296,311419.4683982556,hurricane_cat5_maria_like,360559.50191759854,-62665.42710442224,-17.38005149528514
West,2030,345057.67774601496,347829.0838532722,351534.7116848988,355881.4998657403,360644.5726377611,366052.9179804376,369892.2672373465,hurricane_cat5_maria_like,423128.3641478759,-67246.86428213562,-15.892781004545
Central Mountains,2030,323513.98836372094,325598.33801468654,329917.36637280305,334552.8759945743,338651.6892113595,342902.7343167353,344564.17783211655,earthquake_m6_0,343158.4535760998,-8605.577581525547,-2.5077562542451397
East,2030,469068.1564972128,470948.5288879597,475125.579443898,481827.9307570569,487596.7266068861,492280.88986560237,494935.59379430953,earthquake_m6_0,493026.12960381317,-11198.198846756248,-2.2713195456303534
Metro,2030,783056.0328373477,795578.5864445883,813886.7684051488,834186.7967727137,856708.4096013497,877895.2646197372,888982.6545684341,earthquake_m6_0,853573.4886306203,-19386.69185790664,-2.271238752858705
North,2030,309251.0259711872,311917.4970752715,316467.77931795624,321131.43016175675,326133.6275676919,330656.41035970824,333002.2275794396,earthquake_m6_0,328198.75240361365,-7067.322241856891,-2.15336657744683
South,2030,335769.4519927686,338684.3495532432,342930.8180995359,349804.30558756075,354547.73391711735,361194.01771091425,365180.70492377836,earthquake_m6_0,360559.50191759854,-10755.196330037783,-2.982918567625421
West,2030,399339.4770719689,402500.6909851728,406627.5245963669,411514.54535098525,416869.0073548765,422966.206675963,427292.8586027264,earthquake_m6_0,423128.3641478759,-11613.818796890671,-2.7447507141903267
Central Mountains,2030,318021.1263149585,320082.3975768266,324341.2228887112,328911.7620569659,332954.7375144817,337145.3264663562,338786.22659021866,earthquake_m6_5,343158.4535760998,-14246.691519133921,-4.151636473083282
East,2030,461879.03069174965,463733.9630582412,467856.06440356805,474475.46107133594,480166.62036614807,484796.6100047219,487416.38378772285,earthquake_m6_5,493026.12960381317,-18550.668532477226,-3.762613666619294
Metro,2030,770944.5788574218,783307.6162904854,801391.8139150995,821458.0132245447,843675.0784868542,864590.8334434052,875571.3022547138,earthquake_m6_5,853573.4886306203,-32115.475406075595,-3.7624733937786825
North,2030,304749.76093288057,307384.93111872295,311881.03349153517,316487.47568555956,321433.45454853424,325902.9958838507,328220.87123250205,earthquake_m6_5,328198.75240361365,-11711.276718054083,-3.5683489447430135
South,2030,328979.70086384786,331852.5644980425,336023.2263350263,342776.98310794146,347452.40495386295,353980.22110107937,357906.7391716974,earthquake_m6_5,360559.50191759854,-17782.51880965708,-4.931923500859798
West,2030,391922.1854910889,395030.53723121044,399103.96194283594,403913.80330472393,409189.25560800894,415192.3386377051,419454.80106071034,earthquake_m6_5,423128.3641478759,-19214.560843151994,-4.541071332300674
Central Mountains,2030,312602.6271011157,314640.9703268507,318840.250117527,323346.502246554,327334.2233179073,331464.990440676,333085.55236336973,earthquake_m6_8,343158.4535760998,-19811.951329545816,-5.773411997601353
East,2030,454777.7680000014,456607.5210765487,460675.22457458073,467212.4334709141,472826.7822550947,477403.04501661396,479988.2394603381,earthquake_m6_8,493026.12960381317,-25813.696132899087,-5.235766338316085
Metro,2030,758982.4527365889,771187.5057114658,789049.8120763456,808884.1172571424,830799.8075378418,851447.1017327994,862321.2583940205,earthquake_m6_8,853573.4886306203,-44689.37137347786,-5.235562253130961
North,2030,300300.72276690876,302904.8591480735,307347.2774789293,311897.05482297984,316787.28186014877,321204.0488870634,323494.2403094504,earthquake_m6_8,328198.75240361365,-16301.697580633801,-4.967019972271628
South,2030,322299.5235820498,325130.7707349323,329226.66462463536,335862.3173329602,340470.404735198,346881.3955715107,350748.4204539604,earthquake_m6_8,360559.50191759854,-24697.184584638337,-6.849683465083823
West,2030,384614.8119523757,387670.9828829172,391691.45512256713,396425.0530957524,401622.39256674086,407532.4379838628,411731.4639080162,earthquake_m6_8,423128.3641478759,-26703.31105212355,-6.310924370645881
Central Mountains,2030,307257.7384050215,309277.8731264278,313413.69053960196,317856.33422349,321789.37999347236,325860.95531843015,327461.3825751224,earthquake_m7_2,343158.4535760998,-25302.11935260985,-7.3733049816879355
East,2030,447763.5658696986,449568.39853931323,453582.25171127607,460038.03502040065,465576.3928158075,470099.3733351797,472650.3368079895,earthquake_m7_2,493026.12960381317,-32988.094583412516,-6.690942447598294
Metro,2030,747168.2789615239,759216.8692568017,776859.3636943345,796463.7002690264,818081.1647045121,838462.619637877,849231.0732976348,earthquake_m7_2,853573.4886306203,-57109.78836159385,-6.690670354958486
North,2030,295903.4587547715,298476.8270442483,302866.0539558929,307359.7065474362,312194.6459639601,316559.1031292125,318821.86685022974,earthquake_m7_2,328198.75240361365,-20839.045856177458,-6.349520131798042
South,2030,315727.597530623,318517.6435631623,322539.79825378396,329058.95754829596,333600.37925456057,339896.1707107022,343704.37332722644,earthquake_m7_2,360559.50191759854,-31500.544369302574,-8.736573076501985
West,2030,377416.13844290667,380420.8036742387,384388.7784388182,389047.06102168537,394167.1772895792,399985.25570206053,404121.5914976781,earthquake_m7_2,423128.3641478759,-34081.303126190556,-8.054601396156874
Central Mountains,2030,307257.7384050215,309277.8731264278,313413.69053960196,317856.33422349,321789.37999347236,325860.95531843015,327461.3825751224,earthquake_m7_5,343158.4535760998,-25302.11935260985,-7.3733049816879355
East,2030,447763.5658696986,449568.39853931323,453582.25171127607,460038.03502040065,465576.3928158075,470099.3733351797,472650.3368079895,earthquake_m7_5,493026.12960381317,-32988.094583412516,-6.690942447598294
Metro,2030,747168.2789615239,759216.8692568017,776859.3636943345,796463.7002690264,818081.1647045121,838462.619637877,849231.0732976348,earthquake_m7_5,853573.4886306203,-57109.78836159385,-6.690670354958486
North,2030,295903.4587547715,298476.8270442483,302866.0539558929,307359.7065474362,312194.6459639601,316559.1031292125,318821.86685022974,earthquake_m7_5,328198.75240361365,-20839.045856177458,-6.349520131798042
South,2030,315727.597530623,318517.6435631623,322539.79825378396,329058.95754829596,333600.37925456057,339896.1707107022,343704.37332722644,earthquake_m7_5,360559.50191759854,-31500.544369302574,-8.736573076501985
West,2030,377416.13844290667,380420.8036742387,384388.7784388182,389047.06102168537,394167.1772895792,399985.25570206053,404121.5914976781,earthquake_m7_5,423128.3641478759,-34081.303126190556,-8.054601396156874
